id,name,common_name,calories,protein,carbs,fat,sodium
I04024,去皮清肉平均值,,119,23.3,0,2.1,50
I0402401,去皮清肉(土雞),去皮雞胸肉,121,23.4,0,2.3,67
I0402402,去皮清肉(肉雞),去皮雞胸肉,117,23.3,0.6,1.9,33
I04041,骨腿平均值,,163,18,0.2,9.5,68
I0404101,骨腿(土雞),雞腿,130,21.7,0,4.1,52
I0404102,骨腿(肉雞),雞腿,196,14.4,1.7,14.9,84
I04042,清腿平均值,,157,18.5,0,8.7,117
I0404201,清腿(土雞),雞腿,142,20.4,0,6.1,131
I0404202,清腿(肉雞),雞腿,173,16.6,0,11.3,103
I04043,棒棒腿平均值,,151,18.9,0,7.8,139
I0404301,棒棒腿(土雞),雞腿,143,21,0,5.9,168
I0404302,棒棒腿(肉雞),雞腿,159,16.8,0.3,9.7,109
I04044,雞排平均值,,183,17.1,0,12.2,86
I0404401,雞排(土雞),,158,18.9,0,8.6,97
I0404402,雞排(肉雞),,208,15.3,0,15.8,76
I0404403,雞排(肉雞)(2021年取樣),,251,14.9,0,20.8,94
I0404501,去皮去骨雞腿(肉雞),,165,19.8,0,8.9,68
I04061,二節翅平均值,,226,18.1,0,16.4,83
I0406101,二節翅(土雞),,228,19.8,0,15.9,68
I0406102,二節翅(肉雞),,223,16.4,0.6,17,98
I04062,三節翅平均值,,210,18.3,0,14.6,75
I0406201,三節翅(土雞),,198,19,0,13,66
I0406202,三節翅(肉雞),,222,17.7,0,16.3,85
I0406301,翅腿(肉雞),小雞腿,210,17.8,1,14.8,70
I0410101,雞絞肉,,131,27.4,0,1.6,38
I0420101,雞心(肉雞),,190,13.3,0.1,14.8,87
I0420102,雞心(肉雞)(2021年取樣),,204,14.4,1.2,15.8,85
I0420201,雞尾椎,雞屁股,452,9,0.1,45.9,35
I0420301,雞肝(肉雞),,111,18.8,2.7,3.5,93
I0420401,雞胗(肉雞),雞肫,89,16.6,0.3,2,57
I0420601,雞胸骨湯,雞高湯,9,1.5,0.2,0.3,24
I0420701,雞睪丸,"雞子,雞弗",71,10.6,0.2,2.8,90
I0420801,雞腳(肉雞),"雞爪,鳳爪",209,20.7,1.2,13.3,102
I0420901,雞膝軟骨(肉雞),雞軟骨,107,20.4,0.5,2.2,197
I0421001,雞皮(肉雞),,442,11.7,0,43.4,40
I0500101,太空鴨,,319,16,0,27.8,41
I0500201,番鴨,"麝番鴨,紅面鴨,紅面(正)番鴨",229,18.2,0,16.7,51
I0500301,太空鴨(去皮),,102,20.1,0,1.8,64
I0500401,土番鴨,,111,20.9,0,2.4,70
I0502101,櫻桃鴨胸肉片,,227,16.7,4.7,17.2,37
I0504101,鴨腿,,282,14.4,3.4,24.5,48
I0520101,鴨血,,29,6,0,0.3,131
I0520201,鴨胗,鴨肫,97,20.5,0.3,1.1,79
I0520301,去骨鴨掌,,113,12.6,0,6.6,78
I0520401,鴨腸,,94,13.8,0,3.9,53
I0520601,鴨翅,,170,22.8,0,8.1,67
I0520701,鴨頭,,199,16.5,0,14.3,74
I0520801,鴨舌,,187,16,0,13.2,57
I0600101,鵝肉,,187,15.6,2.4,13.4,54
I0602101,鵝胸肉,,120,23.5,0.2,2.2,51
I0604101,鵝腿肉,,130,21.7,0,4.2,75
I0620101,鵝心,,241,14.5,0,19.9,72
I0620201,鵝肝,,123,20.5,0.6,3.9,392
I0620301,鵝胗,鵝肫,95,17.4,2.8,2.3,77
I0620401,鵝腸,,63,9.2,0.7,2.6,110
I0700101,火雞肉,"七面鳥,吐綬雞",141,21.1,0,5.6,51
I0802101,鴕鳥菲力肉排,"鴕鳥腓力,鴕鳥里肌肉",105,22.8,0.8,0.8,59
I0804101,鴕鳥沙朗肉排,,97,20.9,6.1,0.8,55
I0810101,鴕腱肉,"屈肌,伸肌",107,18.7,0.2,3.1,75
I0810201,鴕腩肉,,144,21.2,0.7,5.9,86
I1000101,山豬肉片,山豬肉,466,11.9,0,46,30
I9900101,虎皮蛙,"虎斑蛙,虎紋蛙,水雞,田雞,台灣青蛙",94,21.1,0.6,0.4,70
I9900201,蛇肉,,85,19,0,0.4,29
J0200201,雙髻鯊,"丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",117,27.4,0,0.1,83
J0200202,雙髻鯊腹肉,"丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",110,25.8,0,0,142
J0200301,鯊魚切片,沙魚,106,24.8,0,0,62
J0400101,魟魚,,106,24.8,0,0.1,168
J0400201,日本鰻鱺魚片(生),"白鰻,日本鰻,正鰻,白鱔,鰻鱺,土鰻(澎湖),淡水鰻(澎湖) ",254,18.1,0,19.6,47
J0400401,灰海鰻,"虎鰻,海鰻,錢鰻(臺東)",97,20.5,0,1,83
J0400501,?仔魚,?仔,56,11.1,0,0.9,456
J04006,?仔魚平均值(加工),?仔,124,26.2,1,1.3,1841
J0400601,"?仔魚(加工,大)",?仔,97,20.7,1.1,1,851
J0400602,"?仔魚(加工,小)",?仔,151,31.8,0.9,1.7,2830
J0400603,?仔魚(加工),,105,23,0,0.8,1448
J0400801,鱙仔魚(加工),"針?仔,鱙仔,寮仔魚",101,21,0,1.3,705
J0400901,日本銀帶鯡(加工),"針嘴?,丁香魚,?仔,丁香,鱙仔,灰海荷?",111,21.5,1.2,2.1,736
J0400902,日本銀帶鯡魚干(丁香魚脯),"針嘴?,丁香魚,?仔,丁香,鱙仔,灰海荷?",275,51.8,1.7,6,1276
J04010,虱目魚平均值(去皮),"麻虱目仔,麻虱(蝨)目,蝨(遮/塞)目魚,虱麻魚,海草魚,安平魚,國姓(聖)魚",179,21.8,0.2,9.5,41
J0401001,虱目魚(2月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",180,19.8,1.3,10.6,44
J0401002,虱目魚(5月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",189,22.3,0,10.4,27
J0401003,虱目魚(8月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",124,23.7,0.5,2.6,42
J0401004,虱目魚(9月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",208,22,0,12.7,41
J0401005,虱目魚(12月),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",192,21.4,0.1,11.2,53
J0401101,虱目魚(含皮),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",200,21.8,0,11.9,96
J0401102,虱目魚(2022年取樣),"海草魚,遮目魚,殺目魚,安平魚,國姓魚,麻虱目仔,虱目/麻虱目(澎湖)",243,20.1,1.4,17.4,46
J0401201,虱目魚腹肉(虱目魚肚),,342,17.4,0,29.6,47
J0401301,草魚切片,"鯇,鯤,池魚,草根魚,草鰱(高屏地區) ",166,21.4,2.1,8.3,53
J0401401,草魚(含皮),"鯇,鯤,池魚,草根魚,草鰱(高屏地區) ",91,17.2,0.8,2,37
J0401501,鯉,"?仔,在來鯉,財神魚",91,14.5,2.1,3.2,38
J0401601,?,"黑鰱,大頭鰱(魚),花鰱,胖頭鰱 ",145,18.7,0,7.2,24
J0401701,鬍鯰,"鬍子鯰,土殺,本土土虱,塘虱魚",194,16.3,0,13.8,37
J0401801,斑海鯰,"成仔魚,成仔丁,銀成,白肉成,臭臊成,生仔魚,鰻鯰,賓士魚",86,19.2,0,0.5,115
J0401901,長體油胡瓜魚,柳葉魚,104,15,0,4.4,104
J0402001,香魚,"桀(加魚邊)魚,Ayu,年魚",147,18.5,0,7.5,53
J0402101,銀魚,"水晶魚,小銀魚",69,14.3,0.9,0.9,56
J0402201,白肉鮭魚切片,,151,22.6,0.3,6.1,53
J0402301,紅肉鮭魚切片,,158,24.3,0,6,72
J04024,大西洋鮭魚平均值(去皮),,221,20.2,0,14.9,45
J0402401,大西洋鮭魚(台灣養殖),,155,23.6,0,6,45
J0402402,大西洋鮭魚切片(中段),,174,20.7,0,9.5,39
J0402403,大西洋鮭魚切片(尾段),,204,20.7,0,12.8,61
J0402404,大西洋鮭魚生魚片,,222,19.6,0,15.3,36
J0402405,大西洋鮭魚腹肉,,349,16.4,0,31,42
J0402501,麥奇?吻鮭(去皮),"鱒魚,虹鱒,麥奇鉤吻鱒",160,20.9,0,7.8,48
J0402601,麥奇?吻鮭(含皮),"鱒魚,虹鱒,麥奇鉤吻鱒",147,20.1,0.4,6.8,23
J0402701,姬魚,"仙女魚,狗母,汕狗母",104,24.1,0,0.2,88
J0402801,印度鐮齒魚,"水狗母,粉粘,那哥,那個魚",49,10.4,0.4,0.5,192
J0402901,狗母魚(蛇鯔),"狗母梭,狗母",103,20.8,0.1,1.6,60
J0403001,??,,68,14.9,0.6,0.5,117
J04031,鯔平均值(去皮),"烏(鯔/信/聖)魚,青頭仔(幼魚),奇目仔(成魚),正(大)烏,正(回)頭烏,日本鯔",152,20.6,0.3,7.1,50
J0403101,鯔(2月),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖) ",137,20.4,1.6,5.5,42
J0403102,鯔(4月),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",133,20.4,0.9,5,43
J0403103,鯔(8月),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",224,17.3,0,16.7,73
J0403104,"鯔(11月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",129,21.3,0,4.2,63
J0403105,"鯔(11月,雌魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",141,21.5,0,5.5,57
J0403106,"鯔(12月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",137,21.1,0.9,5.2,59
J0403107,"鯔(12月,雌魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",149,21.8,0.2,6.2,37
J0403108,鯔切片,"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",170,21.2,0,8.8,27
J0403201,鯔(含皮),"青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)",155,20.6,0,7.4,49
J0403301,斑鰭飛魚,"小烏,飛烏,花烏(澎湖)",94,22,0.2,0.1,54
J0403401,斑鱵,"補網師,水針,莎優莉,簪針(澎湖),七星針(南部)",91,20.6,0.3,0.3,79
J0403501,鱷形叉尾鶴鱵,"青旗,學仔,白天青旗,圓學(澎湖)",98,22.4,0.2,0.3,64
J0403601,金鱗魚,,85,19.5,1.3,0.2,61
J0403701,鱗馬鞭魚,"馬鞭魚,馬戍,槍管,火管,剃仔,土管(臺東) ",84,18.5,0,0.5,121
J0403801,黃鱔,"鱔魚,田鱔,田鰻,長魚,血魚,羅魚,無鱗公子",88,17.6,1,1.4,55
J0403901,石狗公,"石頭魚,獅甕(澎湖),紅鱠仔",80,18.3,0,0.2,67
J0404001,環紋簑?,"龍鬚簑?,獅子魚,長獅,魔鬼,國公,石狗敢,虎魚,雞公,紅虎,火烘,石頭魚",79,18.4,0,0.1,145
J0404101,深海鱗角魚,"深海角魚,雞角,角仔魚",80,17.7,0,0.5,105
J0404201,尖嘴鱸(去皮),"金目鱸,盲槽,扁紅目鱸",98,20.6,0.1,1.2,48
J0404301,尖嘴鱸(含皮),"金目鱸,盲槽,扁紅目鱸",107,19.6,0,2.6,51
J04044,日本花鱸平均值,"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",98,19.9,0.9,1.5,62
J0404401,日本花鱸(2月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",95,20.1,1.9,1,44
J0404402,日本花鱸((3月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",100,20,0.5,1.6,65
J0404403,日本花鱸((8月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",95,19,1.5,1.6,57
J0404404,日本花鱸((11月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",99,20.5,0.1,1.3,64
J0404405,日本花鱸((12月),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",101,19.6,0.4,1.9,78
J0404501,日本花鱸(含皮),"七星鱸,花鱸,青鱸,鱸魚,日本真鱸 ",111,19.2,0.8,3.2,55
J0404601,白鱸,,76,17.7,1,0.1,55
J0404701,條紋狼鱸,,147,21.4,0,6.2,69
J0404801,鱖,,89,17.7,0,1.5,47
J0404901,白緣星鱠,"闊嘴格仔,鱠,過魚,石斑,紅朱鱠(臺東),粉條(澎湖)",101,19.9,0,1.8,70
J04050,青星九刺鮨平均值,"紅鱠(條/格),七星斑,紅格仔,過(?/髻/郭)魚,石斑,條舅,青星九棘鱸,仔石斑,夕鱠",94,20.9,0,0.5,46
J0405001,青星九刺鮨,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東) ",83,19.3,0.5,0.1,47
J0405002,青星九刺鮨魚片,"紅鱠,紅格仔,過魚,石斑,條舅,紅條,鱠仔(臺東) ",104,22.6,0,0.8,45
J0405101,斑帶石斑魚,"石斑,過魚,罔仔,竹節鱠,擬青石斑魚",90,20.2,0,0.5,91
J0405102,龍虎石斑魚,"龍虎斑,巴龍膽,珍珠龍膽,虎膽",122,20.6,1.2,3.8,69
J0405201,斑點九刺鮨(去皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖) ",82,18.8,0.9,0.2,157
J0405301,斑點九刺鮨(含皮),"眼斑鱠,過魚,石斑,油鱠,青貓,黑鱠僅,黑鱠仔(澎湖) ",84,19.4,0,0.1,59
J0405401,棕點石斑魚,"老虎斑,過魚",115,19.1,0,3.7,79
J0405501,鞍帶石斑魚片,"龍膽石斑,過魚,槍頭石斑魚,倒吞鱟,鴛鴦鱠,龍躉(香港) ",155,19.1,0.2,8.2,118
J0405601,駝背鱸,"老鼠斑,?魚,烏丸稅,尖嘴鱠仔,觀音鱠,斟鰻鱠(澎湖)",83,18.1,0,0.6,93
J0405701,橫紋九刺鮨,"橫帶鱠,過魚,石斑,黑貓仔,黑絲貓,竹鱠仔,黑青貓仔(澎湖),烏絲(香港) ",85,19.3,0,0.3,81
J0405801,大口黑鱸,"黑鱸,加州鱸,淡水鱸",130,20.7,0,4.6,101
J0405901,日本紅目大眼鯛,"紅目鰱,嚴公仔,大目仔(臺東),紅目孔(澎湖),嚴公舅(澎湖) ",97,19.6,0,1.5,63
J0406001,血斑異大眼鯛,"紅目鰱,嚴公仔",93,20.6,0,0.6,119
J0406101,多鱗沙?,"沙腸仔,kiss 魚",90,18.6,0.6,1.2,96
J0406201,日本馬頭魚,"馬頭,方頭魚,吧唄,紅尾,吧口弄,紅馬頭,紅甘鯛 ",85,18.7,0,0.6,86
J0406301,白馬頭魚,"馬頭,方頭魚,馬頭,方頭魚,白馬頭,拉崙(澎湖),白甘鯛 ",91,19.2,0.1,1,63
J0406401,鬼頭刀魚片,"?魚,萬魚,飛烏虎,鬼頭刀(臺東),?,萬引,扁頭刀(澎湖),九萬仔(澎湖)",78,17.2,0,0.5,178
J0406501,鬼頭刀,"?魚,萬魚,飛烏虎,鬼頭刀(臺東),?,萬引,扁頭刀(澎湖),九萬仔(澎湖)",107,21.8,0,1.5,55
J0406601,海鱺,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖) ",106,20.4,0,2.1,131
J0406602,海鱺魚片,"海麗仔,軍曹魚,海龍魚,黑魽,海麗(臺東),海魚戾魚,錫臘白,海鱺/鱺魚/紅目鱺(澎湖) ",264,19.3,0,20.1,50
J0406701,大口逆??,"七星仔,棘蔥仔,鬼平,龜濱,龜柄,油面仔(臺東),歸秉/龜秉/肥柄(澎湖)",103,21.8,0.1,1.1,54
J0406801,大甲?,"鐵甲,扁甲,大目巴攏,大甲?",105,21.2,0.4,1.6,90
J0406901,日本竹筴魚,"巴攏,竹莢魚,瓜仔魚,真?,巴蘭,瓜魚,巴弄/硬尾(澎湖),黑尾",116,23,0,2,88
J0407001,布氏鯧?(去皮),"金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘?,甘仔魚(臺東),紅紗(澎湖) ",192,20.3,0,11.7,49
J0407101,布氏鯧?(含皮),"金槍,金鯧,紅杉,紅沙瓜仔,長鰭黃臘?,甘仔魚(臺東),紅紗(澎湖)",190,17.5,0,12.8,36
J0407201,杜氏鰤,"紅甘,紅甘?,竹午,汕午,紅頭午 ",115,21.9,0.2,2.4,41
J0407202,長鰭鰤魚,"油甘,黃尾?,甘仔,扁午,扁甘,柴魽",114,22.8,2.7,1.9,87
J0407301,范氏副葉?,甘仔魚,108,20.9,2.1,2.1,62
J0407401,泰勃圓?,硬尾,113,22.8,1.4,1.7,62
J0407501,烏鯧,"烏昌,三角昌,昌鼠魚,黑鯧,暗鯧,黑鰭,燕尾鯧",94,20.4,0,0.8,114
J0407601,無斑圓?,"紅瓜魚,巴攏,紅扁?,赤尾仔(臺東),赤尾,馬尾冬,紅瓜?,紅尾巴弄(澎湖) ",119,23.9,0,1.9,130
J0407701,藍圓?,"硬尾,廣仔,甘廣,四破,巴攏,金鼓,吧弄,巴弄/孔仔(澎湖)",114,24,0,1.3,57
J0407801,雙帶?,"海草,拉侖,拉崙/柴魚/青甘(澎湖)",118,22.6,0,2.4,43
J0407901,眼眶魚,"皮刀,眼眶魚,庖刀魚,皮鞋刀,菜刀魚,剃頭刀(澎湖)",113,20.3,0.2,2.9,108
J0408001,斯氏長鰭烏魴,"深海三角仔,黑飛刀,黑皮刀,三角仔(臺東),大鱗烏鯧(澎湖) ",97,22.4,0,0.1,40
J0408101,史氏紅諧魚,"紅鰱魚,紅肉欉仔,紅嘴唇仔,紅唇仔,紅魚仔,白肉蒜,紅肉蒜",97,21.1,0,0.7,75
J0408201,希氏姬鯛,"鎖吾,散午,紅魚仔,紅臭魚仔,紅臭魚(臺東),白肉蒜",91,21.1,0.5,0.1,57
J0408301,赤鰭笛鯛,"紅雞仔,赤海雞,赤筆仔(臺東),赤筆,赤海,紅魚,紅鰭赤海/鐵汕婆(澎湖) ",88,20.4,0,0.1,91
J0408401,孟加拉笛鯛,"赤筆仔,黃雞母(澎湖)",87,19.8,0,0.3,62
J0408501,前鱗笛鯛,赤筆仔,101,22,0.9,0.8,60
J0408601,馬拉巴笛鯛,"赤海,赤筆仔",86,20.2,0,0,96
J0408701,單斑笛鯛,"點記,黑點仔,黃翅,赤筆仔,點誌仔,龍王(臺東) ",106,20.7,0,1.9,45
J0408801,黃擬烏尾?,"黃雞仔,包公雞,貢仔,黃腳佳仔,黃加甲(臺東),烏尾冬/青雞仔(澎湖)",80,18.7,0.3,0.1,82
J0408901,葉唇笛鯛,"厚唇仔,紅魚",118,19.9,0,3.7,75
J0409001,松鯛,"打鐵婆,枯葉,石鯽,睡魚,庫羅黛,睏魚,海南洋仔,南洋鱸魚,海吳郭,流魚/柴魚/打鐵鱸(澎湖)",98,18.2,0.1,2.3,76
J0409101,三線磯鱸,"三線雞魚,黃雞仔,雞仔魚,番仔加誌,黃公仔魚,黃雞魚,三爪仔,雞魚(澎湖),青筆",130,19,0.6,5.4,58
J0409201,星雞魚,"雞仔魚,石鱸,厚鱸,頭額/金龍/?額(澎湖) ",99,20.6,0.4,1.2,73
J0409301,密點少棘胡椒鯛,"雞仔魚,加志,少棘石鱸,圭誌/烏嘉誌(澎湖) ",94,19.5,0,1.2,74
J0409401,金線魚,"金線鰱,黃線,紅杉",119,20.9,0,3.3,103
J0409501,青嘴龍占魚,"龍尖,龍占,青嘴仔,青嘴/尖嘴仔(澎湖)",128,22.7,0,3.4,87
J0409601,網紋龍占魚,"龍尖,龍占(臺東)",101,21.7,0,1,90
J0409701,平鯛,"黃錫鯛,枋頭,邦頭/枋頭/白嘉?(澎湖)",158,21,0.5,7.6,32
J0409801,阿部牙鯛,"赤?,阿部赤?",124,18.9,0,4.8,65
J04099,真鯛平均值(去皮),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",110,20.6,0.2,2.5,60
J0409901,真鯛(1月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",100,20.1,0.7,1.6,54
J0409902,真鯛(3月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",101,20.8,0.7,1.3,64
J0409903,真鯛(5月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",87,20,0,0.1,64
J0409904,真鯛(8月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",176,20.6,1.7,9.8,51
J0409905,真鯛(9月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",92,21.6,0,0,60
J0409906,真鯛(11月),"嘉?魚,正鯛,加臘,加蚋,加魶,真鯛,加幾魚,銅盆魚,棘鬣魚  ",105,20.3,0,2,66
J0410001,黃鰭棘鯛,"黃鰭鯛,黃鰭,赤翅仔,赤翅,花身,鏡鯛 ",136,19.2,0.6,6,70
J0410101,黑棘鯛(去皮),"黑鯛,烏格,黑格,厚唇,烏毛,烏鱠,黑頰(澎湖)",136,20.3,0.6,5.5,46
J0410201,黑棘鯛(含皮),"黑鯛,烏格,黑格,厚唇,烏毛,烏鱠,黑頰(澎湖)",165,19.5,0,9,66
J0410301,多鱗四指馬?,"四絲馬?,四指馬?,竹午,大午,午仔,鬚午仔/發鬚午仔(澎湖)",146,19,0,7.2,69
J0410401,大黃魚,"黃魚,黃瓜,黃花魚,黃口,火口,大黃花",142,16.8,0.2,7.8,40
J0410501,小黃魚(去皮),"黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜",100,20,0,1.6,92
J0410601,小黃魚(含皮),"黃魚,小黃瓜,厚鱗仔,黃口,黃順,黃瓜,紅瓜",100,19.4,0,1.9,76
J0410701,白姑魚,"白口,帕頭,黃順,加網(澎湖)",97,18.8,0,1.8,85
J0410801,眼斑擬石首魚,紅鼓魚,95,19.7,0.9,1.2,71
J0410901,黃姑魚,"春子,假黃魚,黃婆,紅花(臺南安平)  ",89,19.4,0,0.7,71
J0411001,黑? ,"黑口,烏喉,黑喉(臺東),加正,烏加網,黑喉,臭魚",149,17.9,1.2,8,56
J0411101,鮸,"鮸仔,敏魚,米魚,水鮸仔",104,23.3,0,0.5,52
J0411201,鱗鰭叫姑魚,"春子,油口/臭肚仔/金線加網(澎湖) ",99,18.4,0.3,2.3,78
J0411301,黑斑海緋鯉,"秋姑,鬚哥,黑點秋哥/外海秋哥(澎湖) ",97,18.8,0,1.8,55
J0411401,斑點雞籠鯧,"銅盤仔,鏡鯧,金鏡,定盤,咬破埔,金鐘(澎湖) ",97,21.9,0,0.4,71
J0411501,花身?,"花身仔,斑吾,雞仔魚,三抓仔,花身?,邦五/斑午/兵舅仔/斑龜仔(澎湖) ",157,19.5,0,8.2,60
J0411601,花尾唇指翁(翁加魚邊) ,"咬破布,三康,金花,萬年瘦,瘦仔/蝨鬢(澎湖)",116,19.8,0.6,3.4,71
J0411701,尼羅口孵非鯽(去皮),"南洋鯽仔,尼羅吳郭魚",113,20.4,0,2.9,62
J0411801,尼羅口孵非鯽(含皮),"南洋鯽仔,尼羅吳郭魚",125,19.4,0,4.7,42
J0411802,尼羅口孵非鯽(含皮)(2022年取樣),"南洋鯽仔,尼羅吳郭魚",122,20.4,3,3.9,62
J0411901,花身副麗魚,"珍珠石斑,淡水石斑,馬拉麗體魚",112,17.7,1.1,4.1,49
J0412001,紅色吳郭魚,"尼羅魚;台灣鯛,紅色尼羅魚,姬鯛,紅吳郭魚,濱鯛",108,18.3,1.3,3.3,68
J0412002,台灣鯛魚片(生),,110,18.2,2.5,3.6,46
J0412003,台灣鯛魚片(生)(2021年),,109,17.9,1.5,3.7,31
J0412101,台灣鯛魚片(水煮),,130,23.4,1.3,3.3,34
J0412102,台灣鯛魚片(油煎),,162,23.1,1.9,6.9,67
J0412103,"台灣鯛魚片(烤,190℃,10分鐘)",,111,19.7,1.8,3,48
J0412104,"台灣鯛魚片(烤,190℃,20分鐘)",,134,23,2.1,4,54
J0412105,"台灣鯛魚片(烤,230℃,10分鐘)",,127,21.3,1.5,4,50
J0412106,"台灣鯛魚片(烤,230℃,20分鐘)",,142,24.6,2.5,4.1,65
J0412107,台灣鯛魚片(清蒸),,112,19.3,2.2,3.3,59
J0412108,台灣鯛魚片(微波),,140,24.9,1.4,3.7,85
J0412201,台灣鯛魚湯(水煮),,5,0.9,0,0.2,13
J0412301,莫三比克口孵非鯽,"非洲仔,南洋鯽仔,在來吳郭魚,吳郭魚/鹹水吳郭(澎湖)  ",112,19.5,0,3.2,91
J0412401,薔薇項鰭魚(去皮),"薔薇連鰭唇魚,扁礫仔,紅姑娘仔,紅新娘,豎停仔,胭脂冷,角龍,平倍良,薔薇楔鯛,薔薇離鰭鯛,薔薇虹彩",96,17.3,0,2.4,138
J0412501,薔薇項鰭魚(含皮),"薔薇連鰭唇魚,扁礫仔,紅姑娘仔,紅新娘,豎停仔,胭脂冷,角龍,平倍良,薔薇楔鯛,薔薇離鰭鯛,薔薇虹彩",93,17.9,0,1.8,126
J0412601,藍豬齒魚,"石老,四齒仔,西齒,簾仔,寒鯛,鰱仔(澎湖)",81,18.5,0.2,0.2,65
J0412701,福氏鸚哥魚(去皮),"紅鸚哥,青鸚哥仔,青衣,青衫(雄),蠔魚(雌),紅海逮,紅咬齒,番仔魚(臺東)",84,19.6,0.2,0,86
J0412801,橫紋鸚哥魚(含皮),鸚哥,81,18.9,0,0,89
J0412901,藍點鸚哥魚,"鸚哥,黃衣魚,青衫(雄),紅蠔魚(雌),紅衫,蠔魚(雌)(澎湖) ",86,20.1,0.6,0.1,61
J0413001,金錢魚,"變身苦,遍身苦(澎湖),金鼓",196,19.3,0,12.6,70
J0413101,褐臭肚魚,"臭肚,象魚,樹魚,羊鍋,疏網,茄冬仔,象耳/臭肚仔/羊矮仔/盧矮仔(澎湖)",164,19.9,0.6,8.8,52
J0413201,杜氏刺尾鯛,"眼紋倒吊,粗皮仔,倒吊(臺東)",137,19.1,0.6,6.2,38
J0413301,後刺尾鯛,"倒吊,粗皮仔,番倒吊(澎湖),半水吊",102,20.4,0,1.7,94
J0413401,鋸尾鯛,"黑豬哥,黑將軍,打鐵婆,剝皮仔,老娘(澎湖) ",93,19,0.3,1.4,57
J0413501,大眼金梭魚,"針梭,竹梭,巴拉庫答",157,21.8,0,7.1,71
J0413601,鱗網帶鰆切片,"油魚,細鱗仔,玉梭魚,白玉豚",272,17.3,0,22,84
J0413701,鱗網帶鰆(含皮),"油魚,細鱗仔,玉梭魚,白玉豚",263,18,0,20.7,31
J0413801,白帶魚,"白魚,裙帶,肥帶,油帶,天竺帶魚,白帶魚,黃稜油帶(澎湖) ",102,19.6,0,2,54
J0413901,大目鮪,"大目仔,大眼鮪,大目串,短墩,串仔(澎湖),短鮪 ",103,23.9,0,0.1,41
J0414001,正鰹,"煙仔虎,煙仔,小串,柴魚,肥煙,鯤(臺東),煙仔魚,卓鮶/大煙(澎湖)",149,23.1,0,5.6,50
