id,name,common_name,calories,protein,carbs,fat,sodium
E2000101,檳榔嫩莖,"半天筍,檳榔樹心",31,2.2,5.6,0.4,10
E2100101,大蒜,"蒜頭,大蒜頭,蒜球,蒜瓣,蒜仔頭",122,6.7,26.4,0.2,4
E2100201,青蒜,"蒜仔,葫,胡蒜,洋蒜,韭蔥",33,2.1,6.4,0.3,3
E2100301,蒜苗,蒜黃,54,2.2,12,0.1,9
E23001,青蔥平均值,,31,1.3,6.6,0.2,1
E2300101,青蔥(有機),"蔥,葉蔥,蔥仔",31,1.1,6.8,0.2,1
E2300102,山東大蔥,"蔥,大蔥,葉蔥,蔥仔,水蔥,漢蔥",31,1.3,6.7,0.1,1
E2300103,日本甜蔥,"蔥,大蔥,葉蔥,蔥仔,水蔥,漢蔥",33,1,7.6,0.1,1
E2300104,宜蘭粉蔥,"蔥,葉蔥,蔥仔,水蔥,漢蔥",27,1.6,5.4,0.2,1
E2400101,白洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",42,1,10,0.1,3
E2400201,紫洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",32,0.9,7.3,0.1,4
E2400301,黃洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",42,1,9.5,0.2,2
E2500101,紅蔥頭,"油蔥頭,珠蔥頭,分蔥頭,大頭蔥頭,四季蔥頭",75,3.4,16.4,0.3,16
E2600101,?菜花,"花?菜,?花,韭菜苔(?/韭通用)",28,1.8,5.6,0.2,3
E2600201,?菜,"?,塊莖蒜,起陽草(?/韭通用)",23,1.9,3.9,0.4,2
E2600301,?黃,"?黃,黃?菜,白?菜,軟化?菜(?/韭通用)",16,1.5,2.9,0.1,3
E2700101,九層塔,"千層塔,羅勒,家佩蘭,零陵菜,香菜(草),薰草,西王母菜,塞香菜,光明子,醒頭香",27,2.9,4.4,0.3,2
E2800101,小麥苗,,34,3.3,5.5,0.5,3
E2900101,水菜(日本種),,11,1.2,1.6,0.2,2
E30001,甘藍平均值,"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",23,1.3,4.8,0.1,11
E3000101,梨山甘藍(尖球形),"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",24,1.4,5.1,0.1,8
E3000102,甘藍(扁圓形),"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",21,1.1,4.3,0.2,12
E3000103,甘藍(圓球形),"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",24,1.4,4.9,0.2,11
E3000104,甘藍(圓球形)(2021年取樣),高麗菜,20,0.8,4.6,0,3
E3000201,紫色甘藍,"紫甘藍,紫色高麗菜,紅色高麗菜,紅玻璃菜,紅玉菜",28,1.5,5.9,0.2,13
E3000301,甘藍芽,高麗菜芽,33,2.7,5.4,0.6,12
E3000401,冷凍甘藍,"高麗菜,包菜,洋白菜,玻璃菜,玉菜,捲心菜,球葉甘藍,結球甘藍,蕃芥藍",20,1.3,4.2,0.1,21
E3000501,羽衣甘藍(有機),,35,3,5.1,0.9,60
E3010101,脫水甘藍,,341,6.9,82.6,0.1,1351
E3100101,甘藷葉,"地瓜葉,番藷葉,過溝菜(藷同薯)",28,3.2,4.4,0.3,39
E3200102,蚵仔白菜(2022年取樣),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,尼龍白菜,皺(碎/曲)葉白菜,皺葉中蕓苔",13,1.4,1.8,0.3,40
E3200201,荷葉白菜,"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜",14,1.4,2.5,0.1,91
E3200301,葵扇白菜,"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,江戶(門)白菜,黑葉白菜,扇子白菜,黑芥菜,排菜",14,1.6,2.4,0.1,47
E3200401,黑葉白菜(短梗),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜",15,1.3,2.9,0,57
E3200501,千寶菜,,20,1.7,3.6,0.2,46
E3200601,小白菜(土植)(1月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",10,1.2,1.5,0.2,110
E3200602,小白菜(土植)(3月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",14,1.2,2.4,0.1,51
E3200603,小白菜(土植)(4月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",13,1.1,2.2,0.2,125
E3200604,小白菜(土植)(7月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",10,1,1.8,0.1,119
E3200605,小白菜(土植)(10月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",11,1.1,1.7,0.2,71
E3200701,小白菜(水耕)(1月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",13,1.5,2.1,0.1,9
E3200702,小白菜(水耕)(4月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",13,1,2.4,0.2,11
E3200703,小白菜(水耕)(7月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",12,0.9,2.4,0.1,9
E3200704,小白菜(水耕)(10月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",12,1.1,1.8,0.3,6
E3200801,小白菜(有機)(1月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",9,1.8,0.8,0.2,79
E3200802,小白菜(有機)(4月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",14,1.3,2.4,0.2,40
E3200803,小白菜(有機)(7月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",11,1.3,1.7,0.1,33
E3200804,小白菜(有機)(10月取樣),"土白菜,青菜,白菜,不結球白菜,水白菜",13,1.3,1.9,0.2,23
E3200901,珍珠小白菜,珍珠白菜,11,1.5,1.7,0.1,4
E3201001,油菜心,,31,3.2,4,0.9,21
E3201101,油菜(有機),蕓苔,13,1.3,2.2,0.1,24
E3201201,青江菜(土植)(1月取樣),"江門白菜, 湯匙菜,青梗白菜",10,1.3,1.6,0,73
E3201202,青江菜(土植)(3月取樣),"江門白菜 ,湯匙菜,青梗白菜",13,1.2,2.2,0.1,53
E3201203,青江菜(土植)(4月取樣),"江門白菜, 湯匙菜,青梗白菜",11,1,1.8,0.1,110
E3201204,青江菜(土植)(7月取樣),"江門白菜,湯匙菜,青梗白菜",15,1.5,2.5,0.1,92
E3201205,青江菜(土植)(10月取樣),"江門白菜, 湯匙菜,青梗白菜",18,1.7,3.4,0.1,28
E3201301,青江菜(水耕)(1月取樣),"江門白菜 ,湯匙菜,青梗白菜",12,1.2,2.4,0,6
E3201302,青江菜(水耕)(4月取樣),"江門白菜 , 湯匙菜,青梗白菜",14,1.4,2.4,0.2,12
E3201303,青江菜(水耕)(7月取樣),"江門白菜 ,湯匙菜,青梗白菜",14,1.7,2.2,0.1,13
E3201304,青江菜(水耕)(10月取樣),"江門白菜 ,湯匙菜,青梗白菜",11,1.4,1.4,0.2,14
E3201401,青江菜(有機)(1月取樣),"江門白菜,湯匙菜,青梗白菜",10,1.5,1.5,0,38
E3201402,青江菜(有機)(4月取樣),"江門白菜 ,湯匙菜,青梗白菜",15,1.4,2.5,0.2,40
E3201403,青江菜(有機)(7月取樣),"江門白菜 ,湯匙菜,青梗白菜",21,1.9,3.5,0.2,22
E3201404,青江菜(有機)(10月取樣),"江門白菜 , 湯匙菜,青梗白菜",15,1.6,2.7,0.1,23
E3201501,塔菇菜(有機),塌棵菜；塔菜；瓢兒芥,14,1.9,2.3,0,59
E3201601,廣島野菜,廣島菜,16,1.7,2.9,0,19
E3201701,日本油菜(有機),"鶯菜,小松菜",20,1.5,3.3,0.4,55
E33001,結球白菜平均值,"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜",17,1.2,2.9,0.3,24
E3300101,煙台白菜,"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜(包頭蓮)",14,1.3,2.2,0.3,30
E3300102,迷你竹筍白菜,"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜",19,1.3,3.8,0.1,4
E3300103,翠玉白菜,"天津白菜,直筒白菜,長筒白菜,竹筒白菜",19,1,2.8,0.7,48
E3300104,包心白菜,"大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜",14,1.2,2.6,0.1,14
E3300201,白菜芽,娃娃菜,21,3.1,3.2,0.1,22
E3400101,白鳳菜,白蓊菜,27,2,4.8,0.4,28
E3400201,紅鳳菜,"紅蓊菜,紅菜,紅葉,紫背天葵,雙色三七草,天青地紅,地黃菜,腳目草",22,2.1,3.5,0.4,13
E3500101,豆瓣菜,"西洋菜,水芥(田/應/蕹)菜,無心芥(菜),廣東芥菜,微子蔊菜,風花菜,水生山葵菜,麥藍菜,角菜",21,2.2,3.2,0.3,45
E3600101,明日葉,"鹹草,明日草,長壽草,八丈草,還陽草,珍立草,海峰人參,天賜草",57,1.4,11.9,0.8,4
E3700101,山芹菜,"鴨兒芹,三葉芹,三葉山芹菜",28,2.1,5.2,0.3,2
E37002,芹菜平均值,"旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",15,0.8,3.1,0.1,65
E3700201,芹菜(青梗),"旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",12,0.8,2.4,0.1,46
E3700202,芹菜,"旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",18,0.8,3.8,0.2,85
E3700301,西洋芹菜,"美國芹菜,洋芹菜,金白芹菜,巨無霸芹菜",11,0.4,2.2,0.2,87
E3800101,大心芥菜,"大心菜,菜心,大骨芥菜,大莖菜",13,1,2.5,0,12
E3800201,大芥菜,"芥菜,大心芥菜,大葉芥菜,長年菜,孤腰菜",19,0.8,3.4,0.5,35
E3800301,包心芥菜,"包心刈菜,捲心芥菜",17,1,2.7,0.5,15
E38004,芥菜平均值,"刈菜,大菜,芥葉菜,雞冠菜,孤腰菜",19,1.5,3.5,0.2,9
E3800401,芥菜,"刈菜,大菜,芥葉菜,雞冠菜,孤腰菜",18,1.6,3.2,0.1,3
E3800402,雪裡蕻,"雪裡(裏)紅,雪菜,多葉藺蕓苔,千筋葉菜,春不老",20,1.5,3.8,0.2,14
E3800501,抱子芥菜,娃娃菜,21,2.1,3.8,0.1,4
E3900101,芥藍菜,"芥蘭菜,格藍菜,綠葉甘藍,佛光菜,隔暝仔菜",20,1.7,3.2,0.3,27
E3900201,芥藍芽,"菜嬰,格藍菜嬰",26,2.2,4.5,0.3,7
E4000101,芫荽,"香菜,香荽,胡荽,蒝荽,芫蓑,松鬚菜",26,2.3,4.5,0.3,17
E4100101,紅梗珍珠菜,"角菜,香芹(甜)菜,山芹菜,甜菜,乳白艾,香甜菜,納艾香",37,2.6,5.6,1,12
E4200101,食茱萸,"刺?,紅刺?,刺江某,越椒,艾子,茱萸,刺公牡",127,11.9,23.8,0.3,5
E4300101,香樁,"椿,紅椿(樹),椿樹,杶,春芽(陽)樹,椿樗,?,虎目樹,大眼桐,栲,大紅椿樹",99,4.3,19.4,1.5,17
E4400101,茴香,"蘹香,小茴香,茴香子,臭蒝荽,客人蒝荽,香絲菜,茴香八角珠,蒝荽",24,2.2,4.1,0.2,50
E4500101,馬齒莧,"豬母乳(菜/草),寶釧菜,長命菜,荷蘭菜,馬尺莧,瓜子菜,五行(才)草,馬子菜,地馬菜,醬瓣頭草",14,1.2,1.9,0.4,94
E4600101,茼蒿,"茼蒿菜,春菊,打某(妻)菜,苳蒿菜,花冠菊,艾菜,蓬蒿,菊蒿菜,菊花菜,實盡菜",16,1.7,2.2,0.3,69
E4600201,日本茼蒿(有機),"春菊,山茼蒿,小葉茼蒿",26,1.9,4.8,0.2,179
E4600301,昭和草,"山茼蒿,野茼蒿,太子原,飛機草,神仙草",26,2.2,3.8,0.7,9
E4700101,隼人瓜苗,"隼人瓜鬚,佛手瓜苗(鬚),香櫞瓜苗(鬚),梨瓜苗(鬚),番瓜鬚(龍鬚菜是誤用)",24,3.3,3.5,0.2,3
E4800101,白莧菜,"杏菜,荇菜,莕菜,茵菜,白杏菜,白荇菜",17,1.9,2.6,0.3,20
E4800201,紅莧菜,"紅莧,虎菜,紅虎莧,赤莧,紅杏(荇)菜,赤杏菜,紫杏(莧)菜",22,2.6,3.3,0.3,12
E4800301,野莧菜,"野莧(杏),綠莧,豬莧,鳥仔莧(杏),假莧(杏)菜,山荇(杏,莧)菜,",41,6.3,4.9,0.6,20
E4900101,紫蘇,"蘇草,紅(赤/綠/青)紫蘇,桂荏",71,5.5,11.9,1.2,1
E5000101,菠菜,"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",18,2.2,2.4,0.3,43
E5000201,菠菜(葉)(有機),"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",26,3.3,3.6,0.4,106
E5000301,冷凍菠菜,"菠菱菜,赤根菜,飛龍菜,角菜,波斯草,波斯菜,波菱菜",17,2.1,2.9,0,46
E5100101,菾菜,"葉用甜菜,莙薘菜,牛皮菜,豬?菜",21,2,3.7,0.1,108
E5100201,黃金菾菜,"黃金火焰菜,君達菜,甜菜",18,2.4,2.6,0.2,77
E5200101,落葵,"皇宮菜,蟳菜,胭(臙)脂菜,紅落葵,潺菜,蔠菜,藤葵,藤菜,天葵,御菜,牛皮凍",33,2.7,6,0.3,49
E5200201,藤三七,"洋落葵,蔓安迪,落葵安迪,藤子三七,雲南白藥,小年藥,馬德拉藤,金錢珠,中枝蓮(習以川七誤稱)",21,1.6,3.2,0.5,25
E53001,不結球萵苣平均值,"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",16,1.1,2.8,0.3,8
E5300101,奶油萵苣(日本種),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",16,1.1,2.6,0.3,1
E5300102,紅葉萵苣(荷蘭種）,"彩葉萵苣,彩色媚仔菜,紅色萵苣菜,紅萵仔菜",16,1.4,2.5,0.3,1
E5300103,廣東萵苣,"皺葉萵苣,縮葉萵苣,皺萵仔菜,皺妹菜",20,1,4,0.2,11
E5300104,蘿美萵苣,"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣(大陸妹)",13,1,2.3,0.2,20
E5300201,本島萵苣(土植)(1月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",17,1.6,2.5,0.4,65
E5300202,本島萵苣(土植)(3月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",18,0.3,3.8,0.3,9
E5300203,本島萵苣(土植)(4月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",17,0.9,3.3,0.2,46
E5300204,本島萵苣(土植)(7月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",23,1.4,4.4,0.3,90
E5300205,本島萵苣(土植)(10月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",14,1.1,2.2,0.3,7
E5300301,本島萵苣(水耕)(1月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",14,1.6,2.1,0.2,3
E5300302,本島萵苣(水耕)(4月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",15,1,2.7,0.2,2
E5300303,本島萵苣(水耕)(7月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",13,1.4,1.9,0.2,3
E5300304,本島萵苣(水耕)(10月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",12,1.1,1.6,0.3,3
E5300401,本島萵苣(有機)(1月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",15,1.8,2.6,0,47
E5300402,本島萵苣(有機)(4月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",19,1.1,3.5,0.3,13
E5300403,本島萵苣(有機)(7月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",17,1.5,2.7,0.3,17
E5300404,本島萵苣(有機)(10月取樣),"葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣",15,1.3,2.3,0.3,9
E5300501,水耕波士頓萵苣,,14,1.3,1.2,0.7,2
E5300601,結球萵苣,"球萵苣,包心萵苣,捲心萵苣,生菜,包心媚仔菜,結球妹仔菜",13,0.7,2.8,0.1,7
E5400101,豌豆苗,"豆苗,豆鬚,荷蘭豆苗(鬚),飛龍豆苗",31,3.7,4.4,0.5,4
E5500101,龍葵,"黑甜菜,烏甜(田)菜,烏甜仔,烏子(克)菜,烏子茄,苦葵(菜),天茄子,天泡草,老鴉酸漿草",26,3.8,3.4,0.3,32
E5600101,蕹菜(土植)(1月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",22,2,3.5,0.3,166
E5600102,蕹菜(土植)(4月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",20,1.7,3.5,0.2,113
E5600103,蕹菜(土植)(7月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",17,1.9,2.8,0.1,97
E5600104,蕹菜(土植)(10月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",17,1.8,2.6,0.3,122
E5600201,蕹菜(水耕)(1月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",27,2.7,4.5,0.3,15
E5600202,蕹菜(水耕)(4月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",24,2.2,4.3,0.1,13
E5600203,蕹菜(水耕)(7月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",17,1.9,2.7,0.2,8
E5600204,蕹菜(水耕)(10月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",23,2.2,3.8,0.3,29
E5600301,蕹菜(有機)(4月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",26,1.9,4.7,0.3,62
E5600302,蕹菜(有機)(10月取樣),"空心菜,應菜,壅菜,甕菜,草菜,無心菜,藤藤菜,竹葉菜,葛菜",19,1.7,3,0.4,33
E5600401,水蕹菜,,24,2.6,3.3,0.5,41
E5700101,蘿蔔葉,葉蘿蔔,14,1.7,2,0.2,214
E5800101,花椰菜,"花菜,菜花,白花菜,白菜花",23,1.8,4.5,0.1,14
E5800201,冷凍花椰菜,"花菜,菜花,白花菜,白菜花",21,1.3,4.5,0.1,33
E5800301,紫色花椰菜,,40,3.1,7.6,0.3,20
E5800401,青花菜(1999年取樣),"(青花菜非綠色花椰菜)青(綠)花菜,美國花菜,青花苔,花(青)菜苔,菜苔,花菜苞",28,3.7,4.4,0.2,15
E5800402,青花菜(2021年取樣),"(青花菜非綠色花椰菜)青(綠)花菜,美國花菜,青花苔,花(青)菜苔,菜苔,花菜苞",38,3.4,6.5,0.4,13
E5800501,冷凍青花菜,"(青花菜非綠色花椰菜)青(綠)花菜,美國花菜,青花苔,花(青)菜苔,菜苔,花菜苞",25,2.5,4.4,0.2,11
E5800601,青花菜筍,,32,3,5.1,0.5,6
E5810101,花椰菜乾,,291,16,62.5,0.6,177
E5900101,金針菜,"萱草,金針花,金針,黃花(菜),萱花",40,2.4,7.4,0.5,2
E5910101,金針菜乾,"萱草,金針花,金針,黃花(菜),萱花",307,14.3,65.4,1.8,1485
E6010101,洛神花乾,"玫瑰茄,洛神葵,洛神果,洛濟葵",306,9,71.2,0.6,17
E6100101,絲瓜花,菜瓜花,31,3.9,4.8,0.3,6
E62001,冬瓜平均值,"白瓜,東瓜,枕瓜,水芝,地芝",11,0.4,2.4,0.1,2
E6200101,冬瓜,"白瓜,東瓜,枕瓜,水芝,地芝",13,0.4,2.7,0.1,3
E6200102,香芋冬瓜,"白瓜,東瓜,枕瓜,水芝,地芝",9,0.4,2,0,1
E6200103,冬瓜(2022年取樣),"白瓜,東瓜,枕瓜,水芝,地芝",21,0.4,5.1,0,0
E63001,南瓜平均值,"金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",74,1.9,17.3,0.2,1
E6300101,日本南瓜,"金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",86,0.6,20.8,0.4,3
E6300102,台灣南瓜,"金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",49,1.7,11.1,0.2,1
E6300103,栗子南瓜,"金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",86,1.4,20.7,0.2,1
E6300104,菊花南瓜,"金瓜,飯瓜,番(翻)瓜,倭(窩)瓜,紅(冬/西洋)南瓜,南瓜,北瓜,玉瓜,筍瓜",76,3.8,16.8,0.1,1
E6400101,胡瓜,"大黃瓜,刺瓜,黃瓜,生瓜,王瓜,花瓜,黑瓜,大瓜",14,0.7,2.9,0.1,3
E6400201,花胡瓜(有機),"小黃瓜,花瓜,小胡瓜,小刺瓜",15,0.8,3.1,0.1,1
E6500101,苦瓜(白皮),"錦荔枝,癩蒲萄,涼瓜,癩瓜,紅姑娘",19,0.9,4.1,0.1,3
E6500201,苦瓜(青皮),"錦荔枝,癩蒲萄,涼瓜,癩瓜,紅姑娘",20,0.9,4.2,0.1,1
E6500301,珍珠苦瓜,"錦荔枝,癩蒲萄,涼瓜,癩瓜,紅姑娘(青苦瓜)",19,0.7,4.2,0.1,0
E6500401,野苦瓜,"山苦瓜,青小苦瓜,小苦瓜,野生苦瓜,短苦瓜,野癩瓜",30,1.7,5.3,0.6,6
E6600101,隼人瓜,"梨瓜,壽瓜,合掌瓜,安南瓜,香瓜仔,拳頭瓜,佛掌瓜、香圓瓜,香櫞瓜,佛手瓜,瓦瓜",23,0.7,5.2,0.1,6
E6600102,隼人瓜(2023年取樣),"梨瓜,壽瓜,合掌瓜,安南瓜,香瓜仔,拳頭瓜,佛掌瓜、香圓瓜,香櫞瓜,佛手瓜,瓦瓜",22,0.7,4.5,0.2,0
E6700101,白皮蛇瓜,"蛇王瓜,毛烏瓜",19,1.4,3.2,0.3,22
E6700201,綠皮蛇瓜,"蛇王瓜,毛烏瓜",32,1.9,5.6,0.6,10
E6800101,絲瓜,"菜瓜,布瓜,蠻瓜,天絲瓜,水瓜,天羅,天絡,仙人拐,魚?",19,1.1,3.9,0.1,0
E6800201,稜角絲瓜,"澎湖絲瓜,十角絲瓜,十捻菜瓜,角瓜,廣東絲瓜,雨傘絲瓜,金門絲瓜,香港絲瓜",20,0.9,4.1,0.2,5
E6900101,越瓜,"醃瓜,菴瓜,梢瓜,酥瓜,甜瓜,羊角瓜,稍瓜,生瓜,白瓜,青瓜,百香胡瓜",18,0.6,4.1,0.1,2
E70001,蒲瓜平均值,"扁蒲,蒲仔,瓠子(瓜/餔),匏仔(瓜),葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",18,0.5,4,0.1,1
E7000101,蒲瓜(長形),"扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",19,0.5,4.2,0.1,2
E7000102,蒲瓜(圓形),"扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",18,0.6,4,0.1,0
E7000201,花蒲瓜(圓形),"扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",15,0.3,3.5,0,0
E7000301,葫蘆瓜,"扁蒲,蒲仔,瓠瓜,匏瓜,葫蘆瓜,瓢簞,天瓜,龍蛋瓜,蒲(葫/壺)蘆",20,0.5,4.1,0.3,0
E7100101,黃櫛瓜,,15,1.5,2.7,0.1,0
E7100201,綠櫛瓜,,13,2.2,1.8,0,0
E7210101,枸杞乾,"枸杞,地骨子,甘杞,杞子,枸忌,苦杞,血杞,天精子",347,12.3,77.8,1.3,521
E7300101,長茄子,"茄,茄仔,紅皮菜,紅茄(菜),紅茄仔,落蘇,崑崙瓜,紫瓜,酪酥,小蓏,長茄",25,1.2,5.3,0.2,2
E7300201,圓茄子,"日本茄子,迷你茄",21,1,4.5,0,2
E74001,大番茄平均值(紅色系),"柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",19,0.8,4.1,0.1,2
E7400101,牛番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",19,0.7,4,0.1,2
E7400102,紅番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",20,0.9,4.4,0,2
E7400103,桃太郎番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",17,0.7,4,0,3
E7400201,黃番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",23,0.9,5.3,0,3
E74003,大番茄平均值(綠色系),"柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",22,0.7,5,0.1,3
E7400301,粉柿番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果(粉柿仔)",18,0.8,4,0,2
E7400302,黑柿番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",23,0.4,5.6,0.1,1
E7400303,綠番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",25,0.9,5.4,0.1,6
E74004,小番茄平均值(紅色系),"柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",33,0.9,7.4,0.2,6
E7400401,聖女小番茄,"柑(甘)仔蜜,草(番,西紅,六月)柿,臭柿仔,小金瓜,洋柿(茄)子,紅茄,毛臘果",34,1.1,6.9,0.5,10
